Bruker AXS Handheld Inc. S1PXRF Spectrum ,
1518,212
1519,211
1520,225
1521,223
1522,235
1523,220
1524,192
1525,241
1526,209
1527,207
1528,204
1529,231
1530,220
1531,214
1532,203
1533,208
1534,184
1535,217
1536,215
1537,226
1538,223
1539,208
1540,224
1541,217
1542,196
1543,213
1544,214
1545,221
1546,204
1547,194
1548,235
1549,209
1550,217
1551,211
1552,207
1553,233
1554,223
1555,207
1556,215
1557,201
1558,193
1559,197
1560,194
1561,205
1562,217
1563,190
1564,200
1565,187
1566,212
1567,192
1568,169
1569,187
1570,217
1571,171
1572,206
1573,195
1574,186
1575,206
1576,188
1577,189
1578,186
1579,197
1580,186
1581,187
1582,215
1583,204
1584,171
1585,196
1586,193
1587,198
1588,191
1589,211
1590,180
1591,198
1592,203
1593,208
1594,205
1595,216
1596,184
1597,182
1598,221
1599,192
1600,187
1601,172
1602,206
1603,205
1604,186
1605,185
1606,178
1607,193
1608,202
1609,195
1610,177
1611,180
1612,186
1613,158
1614,172
1615,178
1616,179
1617,171
1618,190
1619,173
1620,183
1621,169
1622,154
1623,166
1624,168
1625,160
1626,154
1627,178
1628,146
1629,160
1630,200
1631,157
1632,173
1633,159
1634,169
1635,160
1636,149
1637,148
1638,147
1639,155
1640,148
1641,151
1642,174
1643,148
1644,132
1645,147
1646,152
1647,142
1648,109
1649,147
1650,129
1651,148
1652,136
1653,128
1654,137
1655,153
1656,143
1657,144
1658,129
1659,134
1660,134
1661,129
1662,118
1663,146
1664,124
1665,106
1666,115
1667,125
1668,132
1669,133
1670,126
1671,114
1672,135
1673,133
1674,121
1675,127
1676,123
1677,122
1678,119
1679,132
1680,134
1681,126
1682,123
1683,111
1684,123
1685,128
1686,123
1687,116
1688,116
1689,123
1690,104
1691,97
1692,111
1693,108
1694,116
1695,108
1696,116
1697,116
1698,108
1699,104
1700,110
1701,89
1702,95
1703,111
1704,104
1705,100
1706,96
1707,94
1708,109
1709,98
1710,98
1711,98
1712,88
1713,90
1714,91
1715,91
1716,79
1717,91
1718,96
1719,98
1720,91
1721,99
1722,71
1723,87
1724,76
1725,103
1726,66
1727,69
1728,83
1729,84
1730,87
1731,76
1732,70
1733,75
1734,79
1735,69
1736,65
1737,67
1738,67
1739,62
1740,68
1741,76
1742,64
1743,66
1744,71
1745,77
1746,50
1747,62
1748,66
1749,73
1750,52
1751,55
1752,58
1753,53
1754,57
1755,69
1756,53
1757,55
1758,51
1759,55
1760,69
1761,62
1762,58
1763,50
1764,45
1765,59
1766,53
1767,49
1768,56
1769,60
1770,48
1771,45
1772,50
1773,47
1774,50
1775,44
1776,45
1777,53
1778,36
1779,47
1780,39
1781,42
1782,44
1783,46
1784,40
1785,39
1786,50
1787,49
1788,40
1789,39
1790,40
1791,36
1792,49
1793,42
1794,52
1795,34
1796,39
1797,39
1798,41
1799,36
1800,33
1801,36
1802,33
1803,43
1804,26
1805,27
1806,40
1807,39
1808,37
1809,34
1810,26
1811,36
1812,29
1813,34
1814,27
1815,29
1816,36
1817,34
1818,27
1819,41
1820,29
1821,38
1822,30
1823,30
1824,39
1825,37
1826,33
1827,45
1828,42
1829,38
1830,35
1831,33
1832,34
1833,29
1834,28
1835,18
1836,38
1837,18
1838,29
1839,25
1840,16
1841,25
1842,23
1843,20
1844,24
1845,31
1846,18
1847,31
1848,26
1849,29
1850,24
1851,28
1852,22
1853,17
1854,29
1855,18
1856,23
1857,26
1858,31
1859,23
1860,20
1861,30
1862,16
1863,19
1864,30
1865,16
1866,25
1867,20
1868,22
1869,19
1870,30
1871,14
1872,14
1873,16
1874,11
1875,17
1876,20
1877,18
1878,18
1879,19
1880,18
1881,14
1882,13
1883,22
1884,18
1885,17
1886,12
1887,17
1888,7
1889,12
1890,13
1891,10
1892,14
1893,8
1894,19
1895,10
1896,17
1897,14
1898,7
1899,16
1900,8
1901,18
1902,12
1903,9
1904,12
1905,6
1906,16
1907,10
1908,12
1909,8
1910,9
1911,9
1912,12
1913,16
1914,10
1915,12
1916,7
1917,12
1918,7
1919,6
1920,7
1921,5
1922,9
1923,6
1924,7
1925,11
1926,0
1927,4
1928,9
1929,8
1930,6
1931,4
1932,2
1933,3
1934,4
1935,8
1936,6
1937,6
1938,6
1939,1
1940,8
1941,4
1942,9
1943,3
1944,5
1945,2
1946,6
1947,3
1948,4
1949,0
1950,3
1951,4
1952,3
1953,6
1954,2
1955,4
1956,1
1957,1
1958,2
1959,2
1960,0
1961,0
1962,3
1963,1
1964,0
1965,0
1966,0
1967,0
1968,2
1969,1
1970,2
1971,1
1972,1
1973,1
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,1
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,1
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,1
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
