Bruker AXS Handheld Inc. S1PXRF Spectrum ,
689,2
690,8
691,4
692,5
693,6
694,14
695,13
696,12
697,16
698,22
699,28
700,31
701,49
702,41
703,62
704,72
705,82
706,92
707,82
708,80
709,84
710,94
711,84
712,68
713,70
714,51
715,31
716,32
717,29
718,13
719,17
720,12
721,11
722,11
723,6
724,3
725,6
726,12
727,4
728,5
729,7
730,9
731,12
732,8
733,8
734,7
735,11
736,13
737,9
738,27
739,20
740,38
741,27
742,45
743,43
744,52
745,58
746,54
747,58
748,50
749,58
750,30
751,42
752,44
753,38
754,26
755,32
756,20
757,19
758,15
759,20
760,15
761,15
762,21
763,8
764,16
765,11
766,13
767,13
768,12
769,22
770,17
771,22
772,29
773,36
774,72
775,65
776,74
777,106
778,154
779,224
780,248
781,320
782,355
783,409
784,436
785,558
786,586
787,535
788,612
789,592
790,564
791,553
792,473
793,364
794,384
795,315
796,240
797,189
798,150
799,121
800,75
801,61
802,49
803,48
804,26
805,26
806,28
807,33
808,24
809,33
810,16
811,19
812,23
813,13
814,15
815,25
816,19
817,29
818,28
819,27
820,30
821,48
822,43
823,48
824,45
825,61
826,64
827,61
828,70
829,83
830,70
831,84
832,65
833,71
834,70
835,53
836,42
837,39
838,46
839,34
840,34
841,32
842,26
843,20
844,18
845,23
846,12
847,17
848,13
849,13
850,25
851,23
852,15
853,16
854,17
855,29
856,13
857,12
858,24
859,25
860,16
861,23
862,36
863,30
864,27
865,30
866,40
867,33
868,35
869,39
870,43
871,59
872,54
873,66
874,71
875,71
876,65
877,84
878,111
879,118
880,117
881,124
882,131
883,118
884,123
885,111
886,109
887,91
888,101
889,97
890,80
891,77
892,67
893,52
894,57
895,43
896,34
897,56
898,33
899,31
900,39
901,41
902,42
903,41
904,30
905,43
906,31
907,34
908,27
909,34
910,28
911,39
912,28
913,34
914,18
915,34
916,34
917,38
918,39
919,38
920,41
921,51
922,42
923,45
924,50
925,41
926,60
927,51
928,46
929,62
930,67
931,57
932,62
933,63
934,77
935,55
936,74
937,80
938,96
939,69
940,72
941,89
942,77
943,90
944,91
945,106
946,116
947,116
948,100
949,123
950,112
951,105
952,104
953,140
954,98
955,123
956,112
957,118
958,106
959,113
960,121
961,107
962,121
963,98
964,100
965,98
966,82
967,98
968,108
969,85
970,85
971,94
972,90
973,53
974,84
975,72
976,71
977,80
978,69
979,85
980,80
981,64
982,68
983,76
984,62
985,64
986,65
987,54
988,65
989,56
990,54
991,55
992,43
993,58
994,72
995,44
996,57
997,70
998,79
999,71
1000,82
1001,75
1002,79
1003,95
1004,112
1005,99
1006,104
1007,99
1008,100
1009,105
1010,123
1011,98
1012,105
1013,104
1014,122
1015,96
1016,98
1017,83
1018,83
1019,68
1020,82
1021,67
1022,78
1023,75
1024,69
1025,71
1026,67
1027,60
1028,73
1029,77
1030,57
1031,57
1032,75
1033,78
1034,66
1035,65
1036,67
1037,72
1038,74
1039,70
1040,63
1041,79
1042,98
1043,84
1044,86
1045,105
1046,94
1047,93
1048,86
1049,111
1050,100
1051,101
1052,90
1053,98
1054,96
1055,93
1056,106
1057,119
1058,98
1059,91
1060,112
1061,112
1062,131
1063,132
1064,132
1065,128
1066,118
1067,122
1068,114
1069,133
1070,101
1071,122
1072,116
1073,123
1074,119
1075,128
1076,127
1077,108
1078,116
1079,129
1080,128
1081,118
1082,116
1083,126
1084,113
1085,96
1086,115
1087,122
1088,110
1089,122
1090,107
1091,115
1092,104
1093,106
1094,106
1095,110
1096,112
1097,116
1098,101
1099,106
1100,114
1101,109
1102,102
1103,112
1104,117
1105,103
1106,109
1107,128
1108,90
1109,101
1110,116
1111,105
1112,113
1113,92
1114,112
1115,103
1116,108
1117,113
1118,123
1119,112
1120,95
1121,123
1122,115
1123,128
1124,117
1125,134
1126,116
1127,112
1128,114
1129,123
1130,117
1131,129
1132,125
1133,149
1134,151
1135,131
1136,131
1137,136
1138,138
1139,139
1140,146
1141,128
1142,134
1143,135
1144,135
1145,118
1146,118
1147,127
1148,132
1149,131
1150,128
1151,113
1152,128
1153,141
1154,113
1155,129
1156,120
1157,130
1158,116
1159,122
1160,116
1161,151
1162,137
1163,145
1164,111
1165,142
1166,115
1167,153
1168,139
1169,135
1170,125
1171,116
1172,137
1173,120
1174,139
1175,130
1176,149
1177,131
1178,132
1179,132
1180,121
1181,159
1182,144
1183,133
1184,128
1185,139
1186,151
1187,138
1188,177
1189,136
1190,131
1191,153
1192,133
1193,146
1194,132
1195,131
1196,130
1197,136
1198,121
1199,131
1200,138
1201,131
1202,168
1203,141
1204,150
1205,147
1206,142
1207,136
1208,128
1209,143
1210,174
1211,153
1212,143
1213,143
1214,169
1215,159
1216,139
1217,159
1218,176
1219,156
1220,148
1221,152
1222,152
1223,182
1224,159
1225,159
1226,175
1227,152
1228,166
1229,146
1230,159
1231,173
1232,160
1233,189
1234,167
1235,152
1236,180
1237,187
1238,175
1239,176
1240,162
1241,160
1242,160
1243,183
1244,155
1245,164
1246,181
1247,188
1248,227
1249,208
1250,171
1251,174
1252,191
1253,173
1254,208
1255,190
1256,203
1257,196
1258,198
1259,204
1260,199
1261,222
1262,202
1263,218
1264,179
1265,224
1266,200
1267,208
1268,183
1269,202
1270,199
1271,186
1272,195
1273,210
1274,199
1275,195
1276,208
1277,191
1278,212
1279,172
1280,216
1281,195
1282,211
1283,188
1284,203
1285,199
1286,210
1287,198
1288,184
1289,178
1290,178
1291,207
1292,200
1293,182
1294,184
1295,219
1296,181
1297,210
1298,202
1299,218
1300,202
1301,206
1302,204
1303,193
1304,219
1305,210
1306,186
1307,205
1308,229
1309,186
1310,211
1311,188
1312,221
1313,212
1314,228
1315,207
1316,223
1317,198
1318,205
1319,218
1320,256
1321,224
1322,196
1323,229
1324,221
1325,194
1326,234
1327,230
1328,218
1329,221
1330,209
1331,188
1332,203
1333,185
1334,218
1335,238
1336,201
1337,218
1338,209
1339,210
1340,217
1341,190
1342,200
1343,180
1344,232
1345,205
1346,194
1347,207
1348,206
1349,219
1350,210
1351,204
1352,203
1353,224
1354,213
1355,203
1356,212
1357,215
1358,231
1359,234
1360,214
1361,197
1362,248
1363,215
1364,201
1365,208
1366,240
1367,248
1368,241
1369,203
1370,227
1371,229
1372,228
1373,241
1374,225
1375,223
1376,232
1377,233
1378,230
1379,208
1380,233
1381,220
1382,256
1383,237
1384,212
1385,218
1386,222
1387,238
1388,217
1389,260
1390,194
1391,232
1392,234
1393,236
1394,203
1395,239
1396,214
1397,248
1398,219
1399,204
1400,238
1401,235
1402,232
1403,234
1404,244
1405,205
1406,226
1407,226
1408,212
1409,239
1410,222
1411,219
1412,237
1413,261
1414,230
1415,241
1416,228
1417,234
1418,251
1419,247
1420,211
1421,262
1422,248
1423,244
1424,229
1425,237
1426,242
1427,249
1428,230
1429,248
1430,246
1431,251
1432,236
1433,240
1434,245
1435,245
1436,255
1437,226
1438,243
1439,254
1440,224
1441,238
1442,254
1443,222
1444,221
1445,222
1446,212
1447,242
1448,239
1449,244
1450,226
1451,220
1452,224
1453,210
1454,242
1455,226
1456,249
1457,258
1458,244
1459,222
1460,256
1461,253
1462,247
1463,221
1464,239
1465,252
1466,228
1467,206
1468,212
1469,217
1470,230
1471,225
1472,234
1473,232
1474,222
1475,240
1476,219
1477,260
1478,250
1479,233
1480,230
1481,242
1482,228
1483,217
1484,258
1485,266
1486,225
1487,236
1488,238
1489,236
1490,226
1491,240
1492,252
1493,258
1494,253
1495,233
1496,270
1497,229
1498,244
1499,228
1500,236
1501,244
1502,235
1503,241
1504,209
1505,219
1506,232
1507,219
1508,240
1509,217
1510,208
1511,221
1512,210
1513,226
1514,206
1515,212
1516,227
1517,213
1518,220
1519,241
1520,204
1521,234
1522,221
1523,225
1524,253
1525,220
1526,207
1527,197
1528,206
1529,227
1530,202
1531,217
1532,202
1533,226
1534,217
1535,239
1536,187
1537,201
1538,227
1539,227
1540,195
1541,189
1542,227
1543,201
1544,230
1545,194
1546,226
1547,218
1548,225
1549,216
1550,210
1551,216
1552,231
1553,207
1554,206
1555,220
1556,200
1557,211
1558,201
1559,221
1560,219
1561,202
1562,218
1563,228
1564,218
1565,215
1566,231
1567,173
1568,195
1569,189
1570,208
1571,205
1572,189
1573,185
1574,190
1575,188
1576,191
1577,193
1578,174
1579,210
1580,180
1581,178
1582,166
1583,199
1584,191
1585,177
1586,208
1587,195
1588,198
1589,184
1590,199
1591,175
1592,194
1593,183
1594,209
1595,179
1596,195
1597,166
1598,200
1599,193
1600,188
1601,166
1602,199
1603,193
1604,209
1605,201
1606,182
1607,180
1608,191
1609,179
1610,179
1611,190
1612,157
1613,178
1614,182
1615,190
1616,166
1617,174
1618,159
1619,171
1620,159
1621,191
1622,182
1623,168
1624,147
1625,163
1626,162
1627,169
1628,145
1629,159
1630,172
1631,163
1632,168
1633,159
1634,178
1635,152
1636,162
1637,167
1638,170
1639,150
1640,151
1641,149
1642,166
1643,154
1644,159
1645,154
1646,170
1647,165
1648,165
1649,135
1650,145
1651,150
1652,162
1653,145
1654,120
1655,126
1656,128
1657,159
1658,132
1659,153
1660,149
1661,135
1662,146
1663,114
1664,138
1665,130
1666,160
1667,148
1668,141
1669,114
1670,118
1671,143
1672,128
1673,155
1674,120
1675,121
1676,140
1677,111
1678,132
1679,126
1680,129
1681,109
1682,124
1683,125
1684,147
1685,123
1686,130
1687,122
1688,116
1689,108
1690,146
1691,109
1692,119
1693,109
1694,100
1695,120
1696,131
1697,80
1698,109
1699,113
1700,101
1701,106
1702,101
1703,77
1704,113
1705,105
1706,99
1707,106
1708,74
1709,113
1710,103
1711,104
1712,110
1713,75
1714,103
1715,93
1716,87
1717,100
1718,86
1719,93
1720,83
1721,74
1722,103
1723,83
1724,78
1725,87
1726,71
1727,78
1728,70
1729,82
1730,80
1731,71
1732,86
1733,66
1734,91
1735,73
1736,66
1737,66
1738,79
1739,80
1740,61
1741,80
1742,76
1743,69
1744,63
1745,67
1746,52
1747,76
1748,86
1749,61
1750,63
1751,56
1752,57
1753,83
1754,50
1755,60
1756,67
1757,53
1758,58
1759,76
1760,42
1761,62
1762,54
1763,56
1764,54
1765,58
1766,55
1767,68
1768,62
1769,65
1770,43
1771,48
1772,57
1773,50
1774,47
1775,62
1776,55
1777,49
1778,46
1779,50
1780,50
1781,51
1782,53
1783,51
1784,52
1785,49
1786,52
1787,42
1788,49
1789,44
1790,36
1791,39
1792,39
1793,38
1794,40
1795,48
1796,42
1797,33
1798,42
1799,43
1800,46
1801,38
1802,30
1803,59
1804,39
1805,34
1806,31
1807,43
1808,41
1809,37
1810,44
1811,44
1812,36
1813,38
1814,40
1815,21
1816,29
1817,44
1818,32
1819,50
1820,47
1821,31
1822,44
1823,33
1824,25
1825,36
1826,30
1827,29
1828,38
1829,32
1830,33
1831,44
1832,31
1833,25
1834,35
1835,29
1836,26
1837,34
1838,25
1839,23
1840,30
1841,24
1842,29
1843,34
1844,30
1845,25
1846,25
1847,26
1848,20
1849,25
1850,24
1851,18
1852,23
1853,26
1854,25
1855,28
1856,22
1857,16
1858,21
1859,18
1860,21
1861,13
1862,20
1863,24
1864,31
1865,21
1866,19
1867,24
1868,27
1869,13
1870,20
1871,28
1872,25
1873,16
1874,21
1875,24
1876,18
1877,16
1878,19
1879,17
1880,16
1881,20
1882,12
1883,14
1884,15
1885,18
1886,26
1887,22
1888,15
1889,16
1890,15
1891,17
1892,16
1893,15
1894,12
1895,14
1896,13
1897,12
1898,16
1899,13
1900,13
1901,11
1902,12
1903,12
1904,10
1905,8
1906,11
1907,10
1908,16
1909,10
1910,10
1911,13
1912,21
1913,10
1914,10
1915,9
1916,11
1917,8
1918,6
1919,14
1920,12
1921,7
1922,8
1923,4
1924,5
1925,9
1926,11
1927,10
1928,7
1929,6
1930,6
1931,8
1932,6
1933,9
1934,1
1935,11
1936,7
1937,9
1938,7
1939,8
1940,4
1941,6
1942,8
1943,10
1944,8
1945,7
1946,6
1947,4
1948,9
1949,4
1950,4
1951,5
1952,7
1953,2
1954,3
1955,6
1956,0
1957,3
1958,6
1959,0
1960,2
1961,4
1962,1
1963,1
1964,0
1965,2
1966,1
1967,1
1968,1
1969,0
1970,0
1971,2
1972,2
1973,3
1974,1
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,1
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,1
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,1
2021,0
2022,0
2023,0
2024,0
2025,1
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,1
2047,1
